Gemmatimonadales,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,32,0,0,0,0,0,0,2,60,145,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,188
Coriobacteriales,2,0,3,43,37,3,1,2,0,5,0,3,0,0,0,3,0,0,0,4,13,3,0,0,0,0,0,4,0,1,2,0,1,1,0,0,0,3,5,211,0,1,3,2,4,0,9,49,38,92,3,2,0,1,9,2,5,0,0,1,3,0,0,0,0,0,0,70,104
Pasteurellales,0,0,8,7,38,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,3,0,13,1,0,1,0,0,1,1,102,8,1,19,6,92,0,2,40,39,43,7,1,0,6,7,3,5,0,0,13,8,0,0,1,0,0,0,54,197
Vibrionales,0,0,2,3,8,3,5,15,12,71,0,20,17,0,38,5,3,0,1,2,2,1,0,2,2,1,2,2,0,0,2,1,0,2,2,0,2,1,2,27,31,9,6,45,21,0,62,22,0,0,37,22,1,15,88,13,13,1,2,10,23,0,0,0,1,0,0,19,28
Deinococcales,0,0,6,11,1,0,302,1,0,2,0,0,0,0,0,0,0,0,0,21,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,5,1,0,1,6,40,0,8,33,102,34,1,1,1,1,3,0,1,0,0,1,2,0,0,1,0,0,1,58,70
Bdellovibrionales,0,0,0,6,20,1,5,4,5,10,0,8,0,0,0,0,0,0,4,7,1,3,0,0,0,0,2,2,0,0,0,0,1,0,1,3,1,2,1,8,3,0,0,1,1,0,27,192,141,114,7,3,0,0,1,1,5,0,0,1,2,0,0,0,0,0,0,43,87
Kiloniellales,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,3,1,0,1,1,0,0,2,1,2,2,1,0,0,0,0,0,0,0,1,13,2,0,7,7,7,1,20,138,181,147,2,3,3,1,8,7,1,0,0,2,4,0,0,1,0,0,1,50,48
Halanaerobiales,3,0,7,43,35,14,4,11,3,13,0,9,3,1,2,4,5,0,6,6,11,5,5,13,1,2,3,4,4,2,2,5,1,2,1,0,1,11,14,44,6,9,5,11,53,0,12,57,11,42,12,8,2,13,14,5,6,0,0,3,9,0,0,0,0,0,2,10,38
(Microviridae),3,0,5,8,46,2,2,8,2,3,0,3,6,0,0,0,0,0,0,1,1,0,2,1,1,2,2,3,6,1,6,0,0,1,0,0,0,3,15,15,3,0,8,9,12,0,17,1,4,1,67,50,2,104,2,53,2,0,0,0,3,0,0,0,0,0,0,24,2
Puniceicoccales,0,0,0,2,11,1,5,5,2,6,0,11,8,1,2,1,1,0,1,1,14,4,4,5,1,2,1,4,4,0,2,1,0,1,2,2,1,11,6,73,8,7,5,12,14,0,1,37,35,19,12,9,2,9,11,8,11,1,1,7,25,1,0,0,0,0,0,44,24
Pelagicoccales,0,0,0,3,20,1,0,2,2,4,1,4,0,0,0,2,1,0,0,5,4,2,0,0,0,1,1,0,0,0,0,0,1,1,1,2,1,3,7,14,4,5,0,7,6,0,5,35,40,59,12,4,1,0,0,6,10,1,0,7,9,0,0,0,0,0,0,130,53
Opitutales,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,90,203,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,9
Gallionellales,0,0,0,1,1,1,0,2,1,0,0,2,4,0,0,0,1,0,3,2,9,1,1,3,2,5,4,1,1,0,1,1,5,1,0,1,2,7,27,60,13,6,8,68,44,0,3,5,2,2,5,1,1,8,13,12,12,1,1,38,38,0,0,0,0,0,0,6,4
Methylophilales,0,1,0,0,4,1,1,5,4,5,0,1,7,0,1,2,0,0,0,0,2,0,0,1,1,6,13,3,3,0,0,1,5,0,0,0,2,7,2,13,29,22,1,5,1,0,3,0,19,1,15,9,0,3,15,14,48,1,0,53,78,0,0,0,0,0,0,9,21
Thermales,0,0,1,0,37,0,1,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,3,1,2,0,1,1,0,0,1,0,0,0,0,1,2,9,1,4,5,6,36,0,2,116,91,12,3,0,0,1,3,1,0,0,0,3,0,0,0,0,0,0,0,69,14
Synergistales,0,1,8,16,36,6,3,8,3,10,0,4,0,0,0,1,2,0,1,10,2,1,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,2,17,2,1,1,9,7,0,2,89,3,7,2,1,2,2,2,2,2,0,0,1,1,0,0,0,1,0,0,90,62
Euzebyales,0,0,0,4,2,1,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,7,0,0,3,4,7,0,6,26,44,20,2,1,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,123,151
Fimbriimonadales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,57,59,68,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,79
Pedosphaerales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,25,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,233,66
Caldilineales,0,0,0,0,3,0,1,0,1,6,0,1,2,0,1,1,0,0,2,1,0,0,1,0,1,0,1,2,0,0,0,2,0,0,0,0,0,1,1,16,2,5,10,11,2,0,9,38,113,51,10,3,0,2,10,1,19,0,0,0,3,0,0,0,0,0,0,23,14
Roseiflexales,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,157
Cerasicoccales,0,0,3,1,6,1,7,2,3,3,0,0,0,0,0,1,0,0,3,1,3,1,0,1,3,1,1,0,0,0,0,1,4,0,4,2,4,11,13,88,11,1,1,3,3,0,1,2,5,2,35,7,3,11,7,11,5,1,0,6,8,0,0,0,0,0,0,11,11
Pirellulales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,27,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,210,50
Oscillatoriales,2,0,16,12,69,10,8,11,2,7,0,5,0,0,0,6,1,0,8,12,10,0,0,0,0,0,2,1,0,0,0,0,0,2,0,2,5,6,7,3,0,0,1,0,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12,0
Chlorobiales,0,0,0,1,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,3,0,0,0,2,27,0,2,59,74,33,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7
Holophagales,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,107,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10
Pseudanabaenales,3,0,6,5,41,8,3,4,1,5,0,5,0,0,0,2,0,0,2,13,6,2,1,0,0,0,3,1,0,0,0,0,0,1,0,1,3,6,3,2,0,0,0,12,4,0,3,1,0,13,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,1
Spirochaetales,0,0,2,2,17,4,0,1,0,3,0,3,0,0,0,1,0,0,3,4,5,3,1,0,0,0,0,0,0,1,0,6,0,1,0,0,0,3,2,0,0,0,0,0,0,0,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7
Turicibacterales,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,1,1,0,3,0,0,16,3,10,2,0,1,0,0,6,47,0,0,0,3,0,0,0,0,0,0,0,4
Leptospirales,0,0,0,2,1,0,1,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,7,0,2,0,0,1,0,0,13,7,9,0,0,0,1,3,0,24,0,0,1,3,0,0,0,0,0,0,5,3
